commodity,market,region,pricetype,strategy,forecast_date,horizon_months,forecast_price_kes,forecast_lower,forecast_upper,test_mape,months_stale,confidence
Maize,Makuyu,Central,Retail,chronos,2027-06-01,12,50.82,39.79,64.93,9.78,3,high
Maize,Mandera,North Eastern,Retail,prophet,2026-08-01,3,97.82,92.92,102.79,10.58,2,medium
Maize,Mandera,North Eastern,Retail,prophet,2026-09-01,3,97.53,92.34,102.44,10.58,2,medium
Maize,Mandera,North Eastern,Retail,prophet,2026-10-01,3,100.09,95.37,105.15,10.58,2,medium
Maize,Mandera,North Eastern,Retail,prophet,2026-08-01,6,97.82,92.54,103.14,10.58,2,medium
Maize,Mandera,North Eastern,Retail,prophet,2026-09-01,6,97.53,92.42,102.37,10.58,2,medium
Maize,Mandera,North Eastern,Retail,prophet,2026-10-01,6,100.09,94.7,105.2,10.58,2,medium
Maize,Mandera,North Eastern,Retail,prophet,2026-11-01,6,100.22,95.58,105.27,10.58,2,medium
Maize,Mandera,North Eastern,Retail,prophet,2026-12-01,6,99.01,93.54,103.89,10.58,2,medium
Maize,Mandera,North Eastern,Retail,prophet,2027-01-01,6,100.08,95.03,105.01,10.58,2,medium
Maize,Mandera,North Eastern,Retail,prophet,2026-08-01,12,97.82,93.02,103.12,10.58,2,medium
Maize,Mandera,North Eastern,Retail,prophet,2026-09-01,12,97.53,92.82,102.47,10.58,2,medium
Maize,Mandera,North Eastern,Retail,prophet,2026-10-01,12,100.09,94.96,104.9,10.58,2,medium
Maize,Mandera,North Eastern,Retail,prophet,2026-11-01,12,100.22,94.83,105.08,10.58,2,medium
Maize,Mandera,North Eastern,Retail,prophet,2026-12-01,12,99.01,93.49,104.0,10.58,2,medium
Maize,Mandera,North Eastern,Retail,prophet,2027-01-01,12,100.08,95.19,105.38,10.58,2,medium
Maize,Mandera,North Eastern,Retail,prophet,2027-02-01,12,101.0,95.29,106.15,10.58,2,medium
Maize,Mandera,North Eastern,Retail,prophet,2027-03-01,12,98.53,93.38,103.52,10.58,2,medium
Maize,Mandera,North Eastern,Retail,prophet,2027-04-01,12,98.43,92.98,103.52,10.58,2,medium
Maize,Mandera,North Eastern,Retail,prophet,2027-05-01,12,97.72,92.47,103.17,10.58,2,medium
Maize,Mandera,North Eastern,Retail,prophet,2027-06-01,12,98.71,93.14,104.13,10.58,2,medium
Maize,Mandera,North Eastern,Retail,prophet,2027-07-01,12,98.26,92.6,104.02,10.58,2,medium
Maize,Marsabit,North Eastern,Retail,chronos,2026-08-01,3,67.15,62.16,69.83,9.03,2,high
Maize,Marsabit,North Eastern,Retail,chronos,2026-09-01,3,66.0,59.09,72.14,9.03,2,high
Maize,Marsabit,North Eastern,Retail,chronos,2026-10-01,3,65.42,54.87,72.98,9.03,2,high
Maize,Marsabit,North Eastern,Retail,chronos,2026-08-01,6,67.15,62.93,70.64,9.03,2,high
Maize,Marsabit,North Eastern,Retail,chronos,2026-09-01,6,66.0,61.01,70.98,9.03,2,high
Maize,Marsabit,North Eastern,Retail,chronos,2026-10-01,6,66.0,57.17,70.98,9.03,2,high
Maize,Marsabit,North Eastern,Retail,chronos,2026-11-01,6,64.84,54.06,72.14,9.03,2,high
Maize,Marsabit,North Eastern,Retail,chronos,2026-12-01,6,64.84,53.64,72.29,9.03,2,high
Maize,Marsabit,North Eastern,Retail,chronos,2027-01-01,6,64.84,53.56,72.14,9.03,2,high
Maize,Marsabit,North Eastern,Retail,chronos,2026-08-01,12,67.15,62.93,70.98,9.03,2,high
Maize,Marsabit,North Eastern,Retail,chronos,2026-09-01,12,66.57,59.86,72.14,9.03,2,high
Maize,Marsabit,North Eastern,Retail,chronos,2026-10-01,12,66.0,57.94,72.14,9.03,2,high
Maize,Marsabit,North Eastern,Retail,chronos,2026-11-01,12,66.0,57.17,72.21,9.03,2,high
Maize,Marsabit,North Eastern,Retail,chronos,2026-12-01,12,66.0,57.86,72.98,9.03,2,high
Maize,Marsabit,North Eastern,Retail,chronos,2027-01-01,12,66.96,56.25,74.48,9.03,2,high
Maize,Marsabit,North Eastern,Retail,chronos,2027-02-01,12,67.53,57.06,75.97,9.03,2,high
Maize,Marsabit,North Eastern,Retail,chronos,2027-03-01,12,67.34,56.71,77.12,9.03,2,high
Maize,Marsabit,North Eastern,Retail,chronos,2027-04-01,12,66.96,55.9,75.4,9.03,2,high
Maize,Marsabit,North Eastern,Retail,chronos,2027-05-01,12,67.15,54.87,77.12,9.03,2,high
Maize,Marsabit,North Eastern,Retail,chronos,2027-06-01,12,67.91,54.79,78.43,9.03,2,high
Maize,Marsabit,North Eastern,Retail,chronos,2027-07-01,12,67.34,54.1,79.81,9.03,2,high
Maize,Meru,Eastern,Retail,sarima,2026-08-01,3,39.92,31.15,48.69,13.32,2,medium
Maize,Meru,Eastern,Retail,sarima,2026-09-01,3,41.57,28.57,54.57,13.32,2,medium
Maize,Meru,Eastern,Retail,sarima,2026-10-01,3,43.91,27.54,60.28,13.32,2,medium
Maize,Meru,Eastern,Retail,sarima,2026-08-01,6,39.92,31.15,48.69,13.32,2,medium
Maize,Meru,Eastern,Retail,sarima,2026-09-01,6,41.57,28.57,54.57,13.32,2,medium
Maize,Meru,Eastern,Retail,sarima,2026-10-01,6,43.91,27.54,60.28,13.32,2,medium
Maize,Meru,Eastern,Retail,sarima,2026-11-01,6,43.64,24.51,62.76,13.32,2,medium
Maize,Meru,Eastern,Retail,sarima,2026-12-01,6,44.78,23.45,66.11,13.32,2,medium
Maize,Meru,Eastern,Retail,sarima,2027-01-01,6,47.03,23.98,70.08,13.32,2,medium
Maize,Meru,Eastern,Retail,sarima,2026-08-01,12,39.92,31.15,48.69,13.32,2,medium
Maize,Meru,Eastern,Retail,sarima,2026-09-01,12,41.57,28.57,54.57,13.32,2,medium
Maize,Meru,Eastern,Retail,sarima,2026-10-01,12,43.91,27.54,60.28,13.32,2,medium
Maize,Meru,Eastern,Retail,sarima,2026-11-01,12,43.64,24.51,62.76,13.32,2,medium
Maize,Meru,Eastern,Retail,sarima,2026-12-01,12,44.78,23.45,66.11,13.32,2,medium
Maize,Meru,Eastern,Retail,sarima,2027-01-01,12,47.03,23.98,70.08,13.32,2,medium
Maize,Meru,Eastern,Retail,sarima,2027-02-01,12,44.77,20.44,69.1,13.32,2,medium
Maize,Meru,Eastern,Retail,sarima,2027-03-01,12,45.75,20.52,70.98,13.32,2,medium
Maize,Meru,Eastern,Retail,sarima,2027-04-01,12,48.51,22.69,74.34,13.32,2,medium
Maize,Meru,Eastern,Retail,sarima,2027-05-01,12,49.12,22.95,75.29,13.32,2,medium
Maize,Meru,Eastern,Retail,sarima,2027-06-01,12,51.71,25.37,78.06,13.32,2,medium
Maize,Meru,Eastern,Retail,sarima,2027-07-01,12,52.83,26.41,79.24,13.32,2,medium
Maize,Migori,Nyanza,Retail,chronos,2026-07-01,3,59.99,54.91,63.81,26.19,3,low
Maize,Migori,Nyanza,Retail,chronos,2026-08-01,3,59.99,52.1,65.7,26.19,3,low
Maize,Migori,Nyanza,Retail,chronos,2026-09-01,3,59.83,52.1,65.39,26.19,3,low
Maize,Migori,Nyanza,Retail,chronos,2026-07-01,6,59.99,54.91,63.49,26.19,3,low
Maize,Migori,Nyanza,Retail,chronos,2026-08-01,6,59.67,53.04,65.39,26.19,3,low
Maize,Migori,Nyanza,Retail,chronos,2026-09-01,6,59.83,52.38,66.65,26.19,3,low
Maize,Migori,Nyanza,Retail,chronos,2026-10-01,6,59.36,51.05,69.49,26.19,3,low
Maize,Migori,Nyanza,Retail,chronos,2026-11-01,6,59.99,47.99,70.53,26.19,3,low
Maize,Migori,Nyanza,Retail,chronos,2026-12-01,6,59.99,47.45,70.82,26.19,3,low
Maize,Migori,Nyanza,Retail,chronos,2026-07-01,12,59.99,54.94,65.45,26.19,3,low
Maize,Migori,Nyanza,Retail,chronos,2026-08-01,12,59.99,52.1,67.98,26.19,3,low
Maize,Migori,Nyanza,Retail,chronos,2026-09-01,12,59.99,52.03,66.59,26.19,3,low
Maize,Migori,Nyanza,Retail,chronos,2026-10-01,12,59.99,52.1,68.2,26.19,3,low
Maize,Migori,Nyanza,Retail,chronos,2026-11-01,12,59.99,50.49,67.28,26.19,3,low
Maize,Migori,Nyanza,Retail,chronos,2026-12-01,12,59.99,51.05,70.72,26.19,3,low
Maize,Migori,Nyanza,Retail,chronos,2027-01-01,12,59.99,48.53,71.73,26.19,3,low
Maize,Migori,Nyanza,Retail,chronos,2027-02-01,12,59.99,47.96,71.7,26.19,3,low
Maize,Migori,Nyanza,Retail,chronos,2027-03-01,12,60.15,43.89,71.8,26.19,3,low
Maize,Migori,Nyanza,Retail,chronos,2027-04-01,12,59.99,43.89,75.24,26.19,3,low
Maize,Migori,Nyanza,Retail,chronos,2027-05-01,12,59.99,47.87,74.32,26.19,3,low
Maize,Migori,Nyanza,Retail,chronos,2027-06-01,12,59.99,43.44,72.93,26.19,3,low
Maize,Mkunguni,Coast,Retail,chronos,2026-07-01,3,105.3,100.25,114.88,4.66,3,high
Maize,Mkunguni,Coast,Retail,chronos,2026-08-01,3,105.3,100.25,116.71,4.66,3,high
Maize,Mkunguni,Coast,Retail,chronos,2026-09-01,3,104.98,100.25,125.92,4.66,3,high
Maize,Mkunguni,Coast,Retail,chronos,2026-07-01,6,105.3,100.25,114.88,4.66,3,high
Maize,Mkunguni,Coast,Retail,chronos,2026-08-01,6,105.3,100.25,118.67,4.66,3,high
Maize,Mkunguni,Coast,Retail,chronos,2026-09-01,6,104.98,100.25,124.78,4.66,3,high
Maize,Mkunguni,Coast,Retail,chronos,2026-10-01,6,105.3,100.25,132.1,4.66,3,high
Maize,Mkunguni,Coast,Retail,chronos,2026-11-01,6,105.3,100.25,139.98,4.66,3,high
Maize,Mkunguni,Coast,Retail,chronos,2026-12-01,6,109.71,99.62,139.98,4.66,3,high
Maize,Mkunguni,Coast,Retail,chronos,2026-07-01,12,105.3,100.25,116.71,4.66,3,high
Maize,Mkunguni,Coast,Retail,chronos,2026-08-01,12,105.3,100.25,125.48,4.66,3,high
Maize,Mkunguni,Coast,Retail,chronos,2026-09-01,12,105.3,100.25,137.14,4.66,3,high
Maize,Mkunguni,Coast,Retail,chronos,2026-10-01,12,105.3,100.25,139.98,4.66,3,high
Maize,Mkunguni,Coast,Retail,chronos,2026-11-01,12,111.29,100.25,139.98,4.66,3,high
Maize,Mkunguni,Coast,Retail,chronos,2026-12-01,12,115.07,100.25,139.98,4.66,3,high
Maize,Mkunguni,Coast,Retail,chronos,2027-01-01,12,109.71,100.25,139.98,4.66,3,high
Maize,Mkunguni,Coast,Retail,chronos,2027-02-01,12,105.61,100.25,139.98,4.66,3,high
Maize,Mkunguni,Coast,Retail,chronos,2027-03-01,12,104.04,99.62,139.98,4.66,3,high
Maize,Mkunguni,Coast,Retail,chronos,2027-04-01,12,100.25,94.58,136.51,4.66,3,high
Maize,Mkunguni,Coast,Retail,chronos,2027-05-01,12,100.25,95.15,123.14,4.66,3,high
Maize,Mkunguni,Coast,Retail,chronos,2027-06-01,12,100.25,95.15,121.82,4.66,3,high
Maize,Mombasa,Coast,Wholesale,sarima,2025-12-01,3,52.17,44.67,59.67,18.61,10,medium
Maize,Mombasa,Coast,Wholesale,sarima,2026-01-01,3,50.79,40.68,60.91,18.61,10,medium
Maize,Mombasa,Coast,Wholesale,sarima,2026-02-01,3,50.18,38.07,62.28,18.61,10,medium
Maize,Mombasa,Coast,Wholesale,sarima,2025-12-01,6,52.17,44.67,59.67,18.61,10,medium
Maize,Mombasa,Coast,Wholesale,sarima,2026-01-01,6,50.79,40.68,60.91,18.61,10,medium
Maize,Mombasa,Coast,Wholesale,sarima,2026-02-01,6,50.18,38.07,62.28,18.61,10,medium
Maize,Mombasa,Coast,Wholesale,sarima,2026-03-01,6,50.77,36.96,64.58,18.61,10,medium
Maize,Mombasa,Coast,Wholesale,sarima,2026-04-01,6,52.48,37.16,67.81,18.61,10,medium
Maize,Mombasa,Coast,Wholesale,sarima,2026-05-01,6,57.64,40.93,74.34,18.61,10,medium
Maize,Mombasa,Coast,Wholesale,sarima,2025-12-01,12,52.17,44.67,59.67,18.61,10,medium
Maize,Mombasa,Coast,Wholesale,sarima,2026-01-01,12,50.79,40.68,60.91,18.61,10,medium
Maize,Mombasa,Coast,Wholesale,sarima,2026-02-01,12,50.18,38.07,62.28,18.61,10,medium
Maize,Mombasa,Coast,Wholesale,sarima,2026-03-01,12,50.77,36.96,64.58,18.61,10,medium
Maize,Mombasa,Coast,Wholesale,sarima,2026-04-01,12,52.48,37.16,67.81,18.61,10,medium
Maize,Mombasa,Coast,Wholesale,sarima,2026-05-01,12,57.64,40.93,74.34,18.61,10,medium
Maize,Mombasa,Coast,Wholesale,sarima,2026-06-01,12,59.99,42.01,77.96,18.61,10,medium
Maize,Mombasa,Coast,Wholesale,sarima,2026-07-01,12,59.58,40.41,78.75,18.61,10,medium
Maize,Mombasa,Coast,Wholesale,sarima,2026-08-01,12,57.67,37.38,77.96,18.61,10,medium
Maize,Mombasa,Coast,Wholesale,sarima,2026-09-01,12,56.06,34.72,77.41,18.61,10,medium
Maize,Mombasa,Coast,Wholesale,sarima,2026-10-01,12,58.36,36.0,80.72,18.61,10,medium
Maize,Mombasa,Coast,Wholesale,sarima,2026-11-01,12,57.68,34.35,81.0,18.61,10,medium
Maize,Mulot,Rift Valley,Retail,chronos,2026-07-01,3,50.77,46.89,55.62,18.95,3,medium
Maize,Mulot,Rift Valley,Retail,chronos,2026-08-01,3,49.47,42.04,57.01,18.95,3,medium
Maize,Mulot,Rift Valley,Retail,chronos,2026-09-01,3,49.15,40.71,60.82,18.95,3,medium
Maize,Mulot,Rift Valley,Retail,chronos,2026-07-01,6,52.06,46.85,55.62,18.95,3,medium
Maize,Mulot,Rift Valley,Retail,chronos,2026-08-01,6,50.12,43.98,58.53,18.95,3,medium
Maize,Mulot,Rift Valley,Retail,chronos,2026-09-01,6,49.8,41.36,59.17,18.95,3,medium
Maize,Mulot,Rift Valley,Retail,chronos,2026-10-01,6,48.83,40.32,59.85,18.95,3,medium
Maize,Mulot,Rift Valley,Retail,chronos,2026-11-01,6,50.28,39.74,64.09,18.95,3,medium
Maize,Mulot,Rift Valley,Retail,chronos,2026-12-01,6,50.44,37.19,64.67,18.95,3,medium
Maize,Mulot,Rift Valley,Retail,chronos,2026-07-01,12,52.38,46.43,56.26,18.95,3,medium
Maize,Mulot,Rift Valley,Retail,chronos,2026-08-01,12,51.09,42.68,58.2,18.95,3,medium
Maize,Mulot,Rift Valley,Retail,chronos,2026-09-01,12,50.77,39.71,57.65,18.95,3,medium
Maize,Mulot,Rift Valley,Retail,chronos,2026-10-01,12,50.77,39.45,60.47,18.95,3,medium
Maize,Mulot,Rift Valley,Retail,chronos,2026-11-01,12,51.25,39.06,61.76,18.95,3,medium
Maize,Mulot,Rift Valley,Retail,chronos,2026-12-01,12,51.57,39.09,62.79,18.95,3,medium
Maize,Mulot,Rift Valley,Retail,chronos,2027-01-01,12,51.41,38.8,64.06,18.95,3,medium
Maize,Mulot,Rift Valley,Retail,chronos,2027-02-01,12,50.44,37.8,63.73,18.95,3,medium
Maize,Mulot,Rift Valley,Retail,chronos,2027-03-01,12,50.44,37.15,64.67,18.95,3,medium
Maize,Mulot,Rift Valley,Retail,chronos,2027-04-01,12,51.57,37.48,67.61,18.95,3,medium
Maize,Mulot,Rift Valley,Retail,chronos,2027-05-01,12,51.9,36.8,66.97,18.95,3,medium
Maize,Mulot,Rift Valley,Retail,chronos,2027-06-01,12,52.54,35.79,66.77,18.95,3,medium
Maize,Mwembe Tayari,Coast,Retail,chronos,2026-07-01,3,60.93,58.68,67.45,10.18,3,medium
Maize,Mwembe Tayari,Coast,Retail,chronos,2026-08-01,3,60.93,56.95,71.3,10.18,3,medium
Maize,Mwembe Tayari,Coast,Retail,chronos,2026-09-01,3,60.93,54.36,73.46,10.18,3,medium
Maize,Mwembe Tayari,Coast,Retail,chronos,2026-07-01,6,60.93,56.04,66.16,10.18,3,medium
Maize,Mwembe Tayari,Coast,Retail,chronos,2026-08-01,6,60.93,55.66,69.22,10.18,3,medium
Maize,Mwembe Tayari,Coast,Retail,chronos,2026-09-01,6,60.93,53.84,70.0,10.18,3,medium
Maize,Mwembe Tayari,Coast,Retail,chronos,2026-10-01,6,60.06,51.42,70.0,10.18,3,medium
Maize,Mwembe Tayari,Coast,Retail,chronos,2026-11-01,6,58.77,51.42,71.3,10.18,3,medium
Maize,Mwembe Tayari,Coast,Retail,chronos,2026-12-01,6,60.06,46.62,70.09,10.18,3,medium
Maize,Mwembe Tayari,Coast,Retail,chronos,2026-07-01,12,60.93,56.17,66.11,10.18,3,medium
Maize,Mwembe Tayari,Coast,Retail,chronos,2026-08-01,12,60.93,54.88,69.22,10.18,3,medium
Maize,Mwembe Tayari,Coast,Retail,chronos,2026-09-01,12,60.93,52.28,69.14,10.18,3,medium
Maize,Mwembe Tayari,Coast,Retail,chronos,2026-10-01,12,60.49,52.28,69.22,10.18,3,medium
Maize,Mwembe Tayari,Coast,Retail,chronos,2026-11-01,12,60.06,49.35,69.22,10.18,3,medium
Maize,Mwembe Tayari,Coast,Retail,chronos,2026-12-01,12,59.41,46.24,70.52,10.18,3,medium
Maize,Mwembe Tayari,Coast,Retail,chronos,2027-01-01,12,56.17,44.72,70.0,10.18,3,medium
Maize,Mwembe Tayari,Coast,Retail,chronos,2027-02-01,12,56.17,40.19,67.06,10.18,3,medium
Maize,Mwembe Tayari,Coast,Retail,chronos,2027-03-01,12,56.17,40.19,69.22,10.18,3,medium
Maize,Mwembe Tayari,Coast,Retail,chronos,2027-04-01,12,54.88,38.8,69.22,10.18,3,medium
Maize,Mwembe Tayari,Coast,Retail,chronos,2027-05-01,12,54.88,37.59,68.36,10.18,3,medium
Maize,Mwembe Tayari,Coast,Retail,chronos,2027-06-01,12,55.31,40.96,65.72,10.18,3,medium
Maize,Nairobi,Nairobi,Wholesale,chronos,2026-08-01,3,53.46,49.61,54.73,13.83,2,medium
Maize,Nairobi,Nairobi,Wholesale,chronos,2026-09-01,3,53.46,46.85,55.49,13.83,2,medium
Maize,Nairobi,Nairobi,Wholesale,chronos,2026-10-01,3,52.58,42.79,55.74,13.83,2,medium
Maize,Nairobi,Nairobi,Wholesale,chronos,2026-08-01,6,53.97,51.36,55.24,13.83,2,medium
Maize,Nairobi,Nairobi,Wholesale,chronos,2026-09-01,6,53.97,48.9,55.74,13.83,2,medium
Maize,Nairobi,Nairobi,Wholesale,chronos,2026-10-01,6,53.72,47.63,56.05,13.83,2,medium
Maize,Nairobi,Nairobi,Wholesale,chronos,2026-11-01,6,52.45,45.58,56.02,13.83,2,medium
Maize,Nairobi,Nairobi,Wholesale,chronos,2026-12-01,6,51.18,43.02,55.24,13.83,2,medium
Maize,Nairobi,Nairobi,Wholesale,chronos,2027-01-01,6,49.79,40.54,54.75,13.83,2,medium
Maize,Nairobi,Nairobi,Wholesale,chronos,2026-08-01,12,53.72,50.93,54.98,13.83,2,medium
Maize,Nairobi,Nairobi,Wholesale,chronos,2026-09-01,12,53.46,48.9,56.0,13.83,2,medium
Maize,Nairobi,Nairobi,Wholesale,chronos,2026-10-01,12,53.72,47.36,56.5,13.83,2,medium
Maize,Nairobi,Nairobi,Wholesale,chronos,2026-11-01,12,53.21,44.04,56.5,13.83,2,medium
Maize,Nairobi,Nairobi,Wholesale,chronos,2026-12-01,12,52.96,41.02,56.78,13.83,2,medium
Maize,Nairobi,Nairobi,Wholesale,chronos,2027-01-01,12,51.18,38.23,56.78,13.83,2,medium
Maize,Nairobi,Nairobi,Wholesale,chronos,2027-02-01,12,50.29,36.89,56.3,13.83,2,medium
Maize,Nairobi,Nairobi,Wholesale,chronos,2027-03-01,12,48.52,35.47,56.25,13.83,2,medium
Maize,Nairobi,Nairobi,Wholesale,chronos,2027-04-01,12,49.28,35.65,56.1,13.83,2,medium
Maize,Nairobi,Nairobi,Wholesale,chronos,2027-05-01,12,49.15,33.93,55.79,13.83,2,medium
Maize,Nairobi,Nairobi,Wholesale,chronos,2027-06-01,12,48.9,33.9,56.78,13.83,2,medium
Maize,Nairobi,Nairobi,Wholesale,chronos,2027-07-01,12,48.01,34.13,57.54,13.83,2,medium
Maize,Nakuru Town,Rift Valley,Retail,chronos,2026-07-01,3,54.94,54.94,54.94,1.57,3,high
Maize,Nakuru Town,Rift Valley,Retail,chronos,2026-08-01,3,54.94,54.94,56.82,1.57,3,high
Maize,Nakuru Town,Rift Valley,Retail,chronos,2026-09-01,3,54.94,54.94,54.94,1.57,3,high
Maize,Nakuru Town,Rift Valley,Retail,chronos,2026-07-01,6,54.94,54.94,65.93,1.57,3,high
Maize,Nakuru Town,Rift Valley,Retail,chronos,2026-08-01,6,54.94,54.94,55.3,1.57,3,high
Maize,Nakuru Town,Rift Valley,Retail,chronos,2026-09-01,6,54.94,54.94,54.94,1.57,3,high
Maize,Nakuru Town,Rift Valley,Retail,chronos,2026-10-01,6,54.94,54.94,54.94,1.57,3,high
Maize,Nakuru Town,Rift Valley,Retail,chronos,2026-11-01,6,54.94,54.94,56.36,1.57,3,high
Maize,Nakuru Town,Rift Valley,Retail,chronos,2026-12-01,6,54.94,54.94,55.3,1.57,3,high
Maize,Nakuru Town,Rift Valley,Retail,chronos,2026-07-01,12,54.94,54.94,54.94,1.57,3,high
Maize,Nakuru Town,Rift Valley,Retail,chronos,2026-08-01,12,54.94,54.94,54.94,1.57,3,high
Maize,Nakuru Town,Rift Valley,Retail,chronos,2026-09-01,12,54.94,54.94,54.94,1.57,3,high
Maize,Nakuru Town,Rift Valley,Retail,chronos,2026-10-01,12,54.94,54.94,56.64,1.57,3,high
Maize,Nakuru Town,Rift Valley,Retail,chronos,2026-11-01,12,54.94,54.94,57.56,1.57,3,high
Maize,Nakuru Town,Rift Valley,Retail,chronos,2026-12-01,12,54.94,54.94,65.93,1.57,3,high
Maize,Nakuru Town,Rift Valley,Retail,chronos,2027-01-01,12,54.94,54.94,65.93,1.57,3,high
Maize,Nakuru Town,Rift Valley,Retail,chronos,2027-02-01,12,54.94,54.94,65.29,1.57,3,high
Maize,Nakuru Town,Rift Valley,Retail,chronos,2027-03-01,12,54.94,54.94,62.92,1.57,3,high
Maize,Nakuru Town,Rift Valley,Retail,chronos,2027-04-01,12,54.94,54.94,65.93,1.57,3,high
Maize,Nakuru Town,Rift Valley,Retail,chronos,2027-05-01,12,54.94,54.94,65.93,1.57,3,high
Maize,Nakuru Town,Rift Valley,Retail,chronos,2027-06-01,12,54.94,54.94,65.93,1.57,3,high
Maize,Narok,Rift Valley,Retail,chronos,2026-08-01,3,60.15,52.65,64.83,10.98,2,medium
Maize,Narok,Rift Valley,Retail,chronos,2026-09-01,3,60.15,49.87,69.91,10.98,2,medium
Maize,Narok,Rift Valley,Retail,chronos,2026-10-01,3,60.15,48.04,75.07,10.98,2,medium
Maize,Narok,Rift Valley,Retail,chronos,2026-08-01,6,60.15,51.94,67.25,10.98,2,medium
Maize,Narok,Rift Valley,Retail,chronos,2026-09-01,6,60.15,48.82,68.15,10.98,2,medium
Maize,Narok,Rift Valley,Retail,chronos,2026-10-01,6,60.15,46.79,69.99,10.98,2,medium
Maize,Narok,Rift Valley,Retail,chronos,2026-11-01,6,58.19,46.09,74.64,10.98,2,medium
Maize,Narok,Rift Valley,Retail,chronos,2026-12-01,6,58.58,44.13,78.11,10.98,2,medium
Maize,Narok,Rift Valley,Retail,chronos,2027-01-01,6,58.19,42.18,79.67,10.98,2,medium
Maize,Narok,Rift Valley,Retail,chronos,2026-08-01,12,59.37,49.99,66.01,10.98,2,medium
Maize,Narok,Rift Valley,Retail,chronos,2026-09-01,12,58.19,48.04,69.91,10.98,2,medium
Maize,Narok,Rift Valley,Retail,chronos,2026-10-01,12,60.15,46.79,72.25,10.98,2,medium
Maize,Narok,Rift Valley,Retail,chronos,2026-11-01,12,60.15,46.09,75.81,10.98,2,medium
Maize,Narok,Rift Valley,Retail,chronos,2026-12-01,12,60.15,46.09,74.28,10.98,2,medium
Maize,Narok,Rift Valley,Retail,chronos,2027-01-01,12,59.17,46.79,74.28,10.98,2,medium
Maize,Narok,Rift Valley,Retail,chronos,2027-02-01,12,58.58,46.09,76.55,10.98,2,medium
Maize,Narok,Rift Valley,Retail,chronos,2027-03-01,12,62.1,44.91,78.31,10.98,2,medium
Maize,Narok,Rift Valley,Retail,chronos,2027-04-01,12,62.1,46.67,83.62,10.98,2,medium
Maize,Narok,Rift Valley,Retail,chronos,2027-05-01,12,63.47,44.84,86.39,10.98,2,medium
Maize,Narok,Rift Valley,Retail,chronos,2027-06-01,12,64.83,46.09,87.13,10.98,2,medium
Maize,Narok,Rift Valley,Retail,chronos,2027-07-01,12,62.88,45.97,87.25,10.98,2,medium
Maize,Nyeri,Central,Retail,chronos,2026-07-01,3,57.17,52.27,61.35,6.67,3,high
Maize,Nyeri,Central,Retail,chronos,2026-08-01,3,56.27,49.3,63.56,6.67,3,high
Maize,Nyeri,Central,Retail,chronos,2026-09-01,3,55.36,45.67,63.56,6.67,3,high
Maize,Nyeri,Central,Retail,chronos,2026-07-01,6,56.99,51.87,61.38,6.67,3,high
Maize,Nyeri,Central,Retail,chronos,2026-08-01,6,55.54,47.88,61.35,6.67,3,high
Maize,Nyeri,Central,Retail,chronos,2026-09-01,6,54.63,44.61,60.66,6.67,3,high
Maize,Nyeri,Central,Retail,chronos,2026-10-01,6,53.54,42.8,60.99,6.67,3,high
Maize,Nyeri,Central,Retail,chronos,2026-11-01,6,52.27,43.13,60.73,6.67,3,high
Maize,Nyeri,Central,Retail,chronos,2026-12-01,6,51.18,41.75,61.06,6.67,3,high
Maize,Nyeri,Central,Retail,chronos,2026-07-01,12,57.72,52.89,61.75,6.67,3,high
Maize,Nyeri,Central,Retail,chronos,2026-08-01,12,56.27,49.3,62.11,6.67,3,high
Maize,Nyeri,Central,Retail,chronos,2026-09-01,12,55.18,47.12,61.75,6.67,3,high
Maize,Nyeri,Central,Retail,chronos,2026-10-01,12,55.0,44.98,63.16,6.67,3,high
Maize,Nyeri,Central,Retail,chronos,2026-11-01,12,55.18,44.43,62.84,6.67,3,high
Maize,Nyeri,Central,Retail,chronos,2026-12-01,12,53.18,42.36,62.11,6.67,3,high
Maize,Nyeri,Central,Retail,chronos,2027-01-01,12,53.73,41.02,62.11,6.67,3,high
Maize,Nyeri,Central,Retail,chronos,2027-02-01,12,53.0,39.53,63.24,6.67,3,high
Maize,Nyeri,Central,Retail,chronos,2027-03-01,12,51.0,40.29,63.56,6.67,3,high
Maize,Nyeri,Central,Retail,chronos,2027-04-01,12,53.54,38.41,64.07,6.67,3,high
Maize,Nyeri,Central,Retail,chronos,2027-05-01,12,55.9,40.22,67.92,6.67,3,high
Maize,Nyeri,Central,Retail,chronos,2027-06-01,12,56.81,43.49,70.46,6.67,3,high
Maize,Nyeri-Kieni,Central,Retail,chronos,2026-08-01,3,56.04,49.85,61.89,8.59,2,high
Maize,Nyeri-Kieni,Central,Retail,chronos,2026-09-01,3,55.01,45.04,63.64,8.59,2,high
Maize,Nyeri-Kieni,Central,Retail,chronos,2026-10-01,3,55.01,44.01,65.05,8.59,2,high
Maize,Nyeri-Kieni,Central,Retail,chronos,2026-08-01,6,56.04,49.85,63.98,8.59,2,high
Maize,Nyeri-Kieni,Central,Retail,chronos,2026-09-01,6,55.01,46.07,63.95,8.59,2,high
Maize,Nyeri-Kieni,Central,Retail,chronos,2026-10-01,6,53.98,42.87,63.95,8.59,2,high
Maize,Nyeri-Kieni,Central,Retail,chronos,2026-11-01,6,53.98,41.74,66.46,8.59,2,high
Maize,Nyeri-Kieni,Central,Retail,chronos,2026-12-01,6,52.95,38.85,66.01,8.59,2,high
