date,region,county,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice,date_month,rainfall_mm,price_per_kg,month,year,season,lag_1,lag_3,lag_6,lag_12,rolling_3m_avg,rolling_6m_avg,rolling_12m_avg,price_vs_regional_avg,price_label
2026-03-15,Eastern,Isiolo,Modogashe,10371,0.73,39.17,miscellaneous food,Salt,185,200 G,actual,Retail,KES,20.0,0.15,2026-03-01,2.23,100.0,3,2026,Long Rains,60.0,50.0,,,75.0,62.5,62.5,1.3333333333333333,Expensive
2021-02-15,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,14.17,0.13,2021-02-01,96.08357142857145,70.85,2,2021,Cool Dry,,,,,70.85,70.85,70.85,1.150535888275414,Expensive
2021-03-15,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,12.22,0.11,2021-03-01,42.51142857142857,61.1,3,2021,Long Rains,70.85,,,,65.975,65.975,65.975,1.0761778952003522,Average
2021-04-15,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,12.98,0.12,2021-04-01,123.56571428571428,64.89999999999999,4,2021,Long Rains,61.1,,,,65.61666666666666,65.61666666666666,65.61666666666666,1.1057930607187114,Expensive
2021-05-15,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,15.0,0.14,2021-05-01,222.105,75.0,5,2021,Long Rains,64.89999999999999,70.85,,,67.0,67.9625,67.9625,1.2944425267518125,Expensive
2021-06-15,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,12.79,0.12,2021-06-01,36.02571428571429,63.95,6,2021,Dry Season,75.0,61.1,,,67.95,67.16,67.16,1.0698949716516406,Average
2021-07-15,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,13.64,0.13,2021-07-01,188.22357142857143,68.2,7,2021,Dry Season,63.95,64.89999999999999,,,69.05,67.33333333333333,67.33333333333333,1.2064390589067753,Expensive
2021-08-15,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,10.0,0.092,2021-08-01,134.79785714285714,50.0,8,2021,Dry Season,68.2,75.0,70.85,,60.71666666666667,63.85833333333333,64.85714285714286,0.9502418797512094,Average
2021-09-15,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,10.0,0.091,2021-09-01,209.06285714285715,50.0,9,2021,Dry Season,50.0,63.95,61.1,,56.06666666666667,62.00833333333333,63.0,0.9831767533318768,Average
2021-12-15,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,10.0,0.089,2021-12-01,54.550714285714285,50.0,12,2021,Short Rains,50.0,68.2,64.89999999999999,,50.0,59.525,61.55555555555556,0.918032786885246,Average
2022-01-15,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,10.0,0.088,2022-01-01,74.71142857142857,50.0,1,2022,Cool Dry,50.0,50.0,75.0,,50.0,55.35833333333333,60.4,0.9095502779181404,Average
2022-02-15,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,10.0,0.088,2022-02-01,54.51928571428572,50.0,2,2022,Cool Dry,50.0,50.0,63.95,,50.0,53.03333333333333,59.45454545454545,0.8544087491455912,Cheap
2023-01-15,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,10.0,0.081,2023-01-01,6.691428571428572,50.0,1,2023,Cool Dry,50.0,50.0,68.2,,50.0,50.0,58.66666666666666,0.9515753859166844,Average
2023-02-15,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,10.0,0.08,2023-02-01,6.619999999999999,50.0,2,2023,Cool Dry,50.0,50.0,50.0,70.85,50.0,50.0,56.92916666666667,0.9209987720016374,Average
2023-04-15,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,12.5,0.093,2023-04-01,253.7864285714286,62.5,4,2023,Long Rains,50.0,50.0,50.0,61.1,54.16666666666666,52.083333333333336,57.04583333333333,1.0714285714285714,Average
2023-05-15,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,10.0,0.073,2023-05-01,91.12642857142858,50.0,5,2023,Long Rains,62.5,50.0,50.0,64.89999999999999,54.16666666666666,52.083333333333336,55.80416666666667,0.9411764705882352,Average
2023-06-15,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,12.5,0.089,2023-06-01,100.30571428571427,62.5,6,2023,Dry Season,50.0,50.0,50.0,75.0,58.333333333333336,54.16666666666666,54.7625,1.1059500110595,Expensive
2023-07-15,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,10.0,0.071,2023-07-01,89.86357142857142,50.0,7,2023,Dry Season,62.5,62.5,50.0,63.95,54.16666666666666,54.16666666666666,53.6,0.663239927043608,Cheap
2023-09-15,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,10.0,0.068,2023-09-01,199.40142857142857,50.0,9,2023,Dry Season,50.0,50.0,50.0,68.2,54.16666666666666,54.16666666666666,52.083333333333336,0.9642168416541675,Average
2023-10-15,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,10.0,0.067,2023-10-01,111.28714285714284,50.0,10,2023,Short Rains,50.0,62.5,50.0,50.0,50.0,54.16666666666666,52.083333333333336,0.9655172413793104,Average
2023-11-15,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,10.0,0.066,2023-11-01,229.45,50.0,11,2023,Short Rains,50.0,50.0,62.5,50.0,50.0,52.083333333333336,52.083333333333336,0.947967137139246,Average
2023-12-15,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,10.0,0.065,2023-12-01,79.61142857142856,50.0,12,2023,Short Rains,50.0,50.0,50.0,50.0,50.0,52.083333333333336,52.083333333333336,0.7180742554059568,Cheap
2024-01-15,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,15.0,0.094,2024-01-01,164.025,75.0,1,2024,Cool Dry,50.0,50.0,62.5,50.0,58.333333333333336,54.16666666666666,54.16666666666666,1.2990226401088707,Expensive
2024-02-15,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,10.0,0.069,2024-02-01,58.82428571428572,50.0,2,2024,Cool Dry,75.0,50.0,50.0,50.0,58.333333333333336,54.16666666666666,54.16666666666666,0.9897723523589572,Average
2024-04-15,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,10.0,0.076,2024-04-01,384.6,50.0,4,2024,Long Rains,50.0,50.0,50.0,50.0,58.333333333333336,54.16666666666666,54.16666666666666,1.0,Average
2024-05-15,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,10.0,0.077,2024-05-01,223.40214285714288,50.0,5,2024,Long Rains,50.0,75.0,50.0,50.0,50.0,54.16666666666666,54.16666666666666,0.9130037824442416,Average
2024-07-15,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,10.0,0.077,2024-07-01,257.8507142857143,50.0,7,2024,Dry Season,50.0,50.0,50.0,62.5,50.0,54.16666666666666,53.125,0.9504574076274206,Average
2024-08-15,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,10.0,0.078,2024-08-01,262.2064285714286,50.0,8,2024,Dry Season,50.0,50.0,50.0,50.0,50.0,54.16666666666666,53.125,0.891089108910891,Cheap
2024-10-15,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,10.0,0.078,2024-10-01,112.63714285714286,50.0,10,2024,Short Rains,50.0,50.0,75.0,62.5,50.0,50.0,52.083333333333336,0.9411764705882352,Average
2024-11-15,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,10.0,0.077,2024-11-01,171.86785714285716,50.0,11,2024,Short Rains,50.0,50.0,50.0,50.0,50.0,50.0,52.083333333333336,0.9374581491897682,Average
2024-12-15,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,11.25,0.087,2024-12-01,61.00714285714286,56.25,12,2024,Short Rains,50.0,50.0,50.0,50.0,52.083333333333336,51.04166666666666,52.60416666666666,0.7685380698049932,Cheap
2025-02-15,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,11.67,0.09,2025-02-01,10.383571428571427,58.35,2,2025,Cool Dry,56.25,50.0,50.0,50.0,54.86666666666667,52.43333333333334,53.3,1.091220779220779,Average
2025-06-15,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,10.0,0.077,2025-06-01,103.10714285714286,50.0,6,2025,Dry Season,58.35,50.0,50.0,50.0,54.86666666666667,52.43333333333334,53.3,0.7692307692307693,Cheap
2025-08-15,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,10.0,0.077,2025-08-01,256.0007142857143,50.0,8,2025,Dry Season,50.0,56.25,50.0,50.0,52.78333333333333,52.43333333333334,53.3,1.0,Average
2025-09-15,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,11.67,0.09,2025-09-01,183.43142857142857,58.35,9,2025,Dry Season,50.0,58.35,50.0,75.0,52.78333333333333,53.825,51.9125,0.7023773698465241,Cheap
2025-10-15,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,15.0,0.12,2025-10-01,201.25,75.0,10,2025,Short Rains,58.35,50.0,50.0,50.0,61.11666666666667,57.99166666666667,53.99583333333334,1.1024007839294463,Expensive
2025-11-15,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,12.08,0.093,2025-11-01,41.892857142857146,60.4,11,2025,Short Rains,75.0,50.0,56.25,50.0,64.58333333333333,58.68333333333333,54.8625,0.9762602283058894,Average
2026-03-15,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,10.0,0.077,2026-03-01,0.85,50.0,3,2026,Long Rains,60.4,58.35,58.35,50.0,61.8,57.29166666666666,54.8625,0.6593406593406593,Cheap
2026-04-15,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,15.0,0.12,2026-04-01,2.4,75.0,4,2026,Long Rains,50.0,75.0,50.0,50.0,61.8,61.458333333333336,56.94583333333333,1.0501050105010503,Average
2026-06-15,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,12.5,0.097,2026-06-01,0.36,62.5,6,2026,Dry Season,75.0,60.4,50.0,50.0,62.5,63.54166666666666,57.9875,0.8458646616541353,Cheap
2026-07-15,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,15.0,0.12,2026-07-01,0.44,75.0,7,2026,Dry Season,62.5,50.0,58.35,50.0,70.83333333333333,66.31666666666666,60.07083333333333,1.0384615384615383,Average
2026-08-15,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,15.0,0.12,2026-08-01,3.16,75.0,8,2026,Dry Season,75.0,75.0,75.0,50.0,70.83333333333333,66.31666666666666,62.15416666666667,1.0434782608695652,Average
2021-03-15,Coast,Mombasa,Moroto (Mombasa),4236,-4.03,39.66,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,15.8,0.14,2021-03-01,21.761666666666667,79.0,3,2021,Long Rains,,,,,79.0,79.0,79.0,1.099704193492257,Average
2021-04-15,Coast,Mombasa,Moroto (Mombasa),4236,-4.03,39.66,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,13.64,0.13,2021-04-01,83.16,68.2,4,2021,Long Rains,79.0,,,,73.6,73.6,73.6,1.220763723150358,Expensive
2021-08-15,Coast,Mombasa,Moroto (Mombasa),4236,-4.03,39.66,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,10.0,0.092,2021-08-01,18.683333333333334,50.0,8,2021,Dry Season,68.2,,,,65.73333333333333,65.73333333333333,65.73333333333333,1.0,Average
2021-09-15,Coast,Mombasa,Moroto (Mombasa),4236,-4.03,39.66,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,10.0,0.091,2021-09-01,31.35333333333333,50.0,9,2021,Dry Season,50.0,79.0,,,56.06666666666666,61.8,61.8,1.0,Average
2021-10-15,Coast,Mombasa,Moroto (Mombasa),4236,-4.03,39.66,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,10.0,0.09,2021-10-01,18.731666666666666,50.0,10,2021,Short Rains,50.0,68.2,,,50.0,59.44,59.44,1.0,Average
2021-11-15,Coast,Mombasa,Moroto (Mombasa),4236,-4.03,39.66,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,10.0,0.089,2021-11-01,36.605,50.0,11,2021,Short Rains,50.0,50.0,,,50.0,57.86666666666667,57.86666666666667,1.0,Average
2024-03-15,Rift Valley,Turkana,Morulem,10495,1.98,36.13,miscellaneous food,Salt,185,200 G,actual,Retail,KES,10.0,0.075,2024-03-01,58.457142857142856,50.0,3,2024,Long Rains,,,,,50.0,50.0,50.0,0.7251153592617008,Cheap
2024-06-15,Rift Valley,Turkana,Morulem,10495,1.98,36.13,miscellaneous food,Salt,185,200 G,actual,Retail,KES,11.0,0.085,2024-06-01,80.53142857142858,55.0,6,2024,Dry Season,50.0,,,,52.5,52.5,52.5,0.8336079077429983,Cheap
2024-09-15,Rift Valley,Turkana,Morulem,10495,1.98,36.13,miscellaneous food,Salt,185,200 G,actual,Retail,KES,10.0,0.078,2024-09-01,140.00214285714284,50.0,9,2024,Dry Season,55.0,,,,51.66666666666666,51.66666666666666,51.66666666666666,0.7169529499626588,Cheap
2024-12-15,Rift Valley,Turkana,Morulem,10495,1.98,36.13,miscellaneous food,Salt,185,200 G,actual,Retail,KES,10.0,0.078,2024-12-01,61.00714285714286,50.0,12,2024,Short Rains,50.0,50.0,,,51.66666666666666,51.25,51.25,0.6831449509377717,Cheap
2024-09-15,Eastern,Moyale,Moyale town,3269,3.51,39.05,miscellaneous food,Salt,185,200 G,actual,Retail,KES,10.0,0.078,2024-09-01,30.2775,50.0,9,2024,Dry Season,,,,,50.0,50.0,50.0,0.8502024291497976,Cheap
2025-03-15,Eastern,Moyale,Moyale town,3269,3.51,39.05,miscellaneous food,Salt,185,200 G,actual,Retail,KES,18.0,0.14,2025-03-01,92.7075,90.0,3,2025,Long Rains,50.0,,,,70.0,70.0,70.0,1.2857142857142858,Expensive
2025-12-15,Eastern,Moyale,Moyale town,3269,3.51,39.05,miscellaneous food,Salt,185,200 G,actual,Retail,KES,17.0,0.13,2025-12-01,66.34875,85.0,12,2025,Short Rains,90.0,,,,75.0,75.0,75.0,0.8947368421052632,Cheap
2026-03-15,Eastern,Moyale,Moyale town,3269,3.51,39.05,miscellaneous food,Salt,185,200 G,actual,Retail,KES,15.0,0.12,2026-03-01,2.23,75.0,3,2026,Long Rains,85.0,50.0,,,83.33333333333333,75.0,75.0,1.0,Average
2024-03-15,Coast,Taita Taveta,Mtito Andei,10508,-2.69,38.16,miscellaneous food,Salt,185,200 G,actual,Retail,KES,18.0,0.13,2024-03-01,56.07666666666666,90.0,3,2024,Long Rains,,,,,90.0,90.0,90.0,1.5882352941176472,Expensive
2021-01-15,Nairobi,Nairobi,Mukuru (Nairobi),4629,-1.3,36.88,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,9.0,0.082,2021-01-01,30.01,45.0,1,2021,Cool Dry,,,,,45.0,45.0,45.0,0.9473684210526316,Average
2021-02-15,Nairobi,Nairobi,Mukuru (Nairobi),4629,-1.3,36.88,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,10.61,0.097,2021-02-01,64.06,53.05,2,2021,Cool Dry,45.0,,,,49.025,49.025,49.025,1.0317666126418152,Average
2021-03-15,Nairobi,Nairobi,Mukuru (Nairobi),4629,-1.3,36.88,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,9.93,0.091,2021-03-01,17.51,49.65,3,2021,Long Rains,53.05,,,,49.23333333333333,49.23333333333333,49.23333333333333,0.9948238437134748,Average
2021-04-15,Nairobi,Nairobi,Mukuru (Nairobi),4629,-1.3,36.88,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,9.85,0.092,2021-04-01,101.86,49.24999999999999,4,2021,Long Rains,49.65,45.0,,,50.65,49.2375,49.2375,0.9889558232931724,Average
2021-05-15,Nairobi,Nairobi,Mukuru (Nairobi),4629,-1.3,36.88,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,10.0,0.093,2021-05-01,97.17,50.0,5,2021,Long Rains,49.24999999999999,53.05,,,49.633333333333326,49.39,49.39,1.0681858643403952,Average
2021-06-15,Nairobi,Nairobi,Mukuru (Nairobi),4629,-1.3,36.88,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,10.0,0.093,2021-06-01,13.58,50.0,6,2021,Dry Season,50.0,49.65,,,49.75,49.49166666666667,49.49166666666667,1.0482180293501049,Average
2021-07-15,Nairobi,Nairobi,Mukuru (Nairobi),4629,-1.3,36.88,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,10.0,0.093,2021-07-01,17.59,50.0,7,2021,Dry Season,50.0,49.24999999999999,45.0,,50.0,50.325,49.56428571428571,1.0,Average
2021-08-15,Nairobi,Nairobi,Mukuru (Nairobi),4629,-1.3,36.88,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,10.0,0.092,2021-08-01,22.56,50.0,8,2021,Dry Season,50.0,50.0,53.05,,50.0,49.81666666666666,49.61875,1.0,Average
2021-09-15,Nairobi,Nairobi,Mukuru (Nairobi),4629,-1.3,36.88,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,10.0,0.091,2021-09-01,19.27,50.0,9,2021,Dry Season,50.0,50.0,49.65,,50.0,49.875,49.66111111111111,1.0,Average
2021-10-15,Nairobi,Nairobi,Mukuru (Nairobi),4629,-1.3,36.88,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,10.0,0.09,2021-10-01,13.62,50.0,10,2021,Short Rains,50.0,50.0,49.24999999999999,,50.0,50.0,49.695,1.0,Average
2021-12-15,Nairobi,Nairobi,Mukuru (Nairobi),4629,-1.3,36.88,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,10.0,0.089,2021-12-01,60.26,50.0,12,2021,Short Rains,50.0,50.0,50.0,,50.0,50.0,49.72272727272728,1.0,Average
2022-01-15,Nairobi,Nairobi,Mukuru (Nairobi),4629,-1.3,36.88,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,10.0,0.088,2022-01-01,26.38,50.0,1,2022,Cool Dry,50.0,50.0,50.0,,50.0,50.0,49.74583333333334,1.0,Average
2023-12-15,Rift Valley,Turkana,Naakalei,6899,2.54,36.22,miscellaneous food,Salt,185,200 G,actual,Retail,KES,10.0,0.065,2023-12-01,79.61142857142856,50.0,12,2023,Short Rains,,,,,50.0,50.0,50.0,0.7180742554059568,Cheap
2024-03-15,Rift Valley,Turkana,Naakalei,6899,2.54,36.22,miscellaneous food,Salt,185,200 G,actual,Retail,KES,10.0,0.075,2024-03-01,58.457142857142856,50.0,3,2024,Long Rains,50.0,,,,50.0,50.0,50.0,0.7251153592617008,Cheap
2024-06-15,Rift Valley,Turkana,Naakalei,6899,2.54,36.22,miscellaneous food,Salt,185,200 G,actual,Retail,KES,10.0,0.078,2024-06-01,80.53142857142858,50.0,6,2024,Dry Season,50.0,,,,50.0,50.0,50.0,0.7578253706754531,Cheap
2024-09-15,Rift Valley,Turkana,Naakalei,6899,2.54,36.22,miscellaneous food,Salt,185,200 G,actual,Retail,KES,12.0,0.093,2024-09-01,140.00214285714284,60.0,9,2024,Dry Season,50.0,50.0,,,53.333333333333336,52.5,52.5,0.8603435399551905,Cheap
2024-12-15,Rift Valley,Turkana,Naakalei,6899,2.54,36.22,miscellaneous food,Salt,185,200 G,actual,Retail,KES,14.0,0.11,2024-12-01,61.00714285714286,70.0,12,2024,Short Rains,60.0,50.0,,,60.0,56.0,56.0,0.9564029313128805,Average
2024-09-15,Rift Valley,Samburu,Nachola,10431,1.8,36.7,miscellaneous food,Salt,185,200 G,actual,Retail,KES,10.0,0.078,2024-09-01,140.00214285714284,50.0,9,2024,Dry Season,,,,,50.0,50.0,50.0,0.7169529499626588,Cheap
2023-12-15,Rift Valley,Turkana,Naduat,10496,3.51,35.19,miscellaneous food,Salt,185,200 G,actual,Retail,KES,13.0,0.085,2023-12-01,79.61142857142856,65.0,12,2023,Short Rains,,,,,65.0,65.0,65.0,0.933496532027744,Average
2024-03-15,Rift Valley,Turkana,Naduat,10496,3.51,35.19,miscellaneous food,Salt,185,200 G,actual,Retail,KES,10.0,0.075,2024-03-01,58.457142857142856,50.0,3,2024,Long Rains,65.0,,,,57.5,57.5,57.5,0.7251153592617008,Cheap
2024-06-15,Rift Valley,Turkana,Naduat,10496,3.51,35.19,miscellaneous food,Salt,185,200 G,actual,Retail,KES,11.0,0.085,2024-06-01,80.53142857142858,55.0,6,2024,Dry Season,50.0,,,,56.66666666666666,56.66666666666666,56.66666666666666,0.8336079077429983,Cheap
2024-09-15,Rift Valley,Turkana,Naduat,10496,3.51,35.19,miscellaneous food,Salt,185,200 G,actual,Retail,KES,15.0,0.12,2024-09-01,140.00214285714284,75.0,9,2024,Dry Season,55.0,65.0,,,60.0,61.25,61.25,1.0754294249439882,Average
2024-12-15,Rift Valley,Turkana,Naduat,10496,3.51,35.19,miscellaneous food,Salt,185,200 G,actual,Retail,KES,15.0,0.12,2024-12-01,61.00714285714286,75.0,12,2024,Short Rains,75.0,50.0,,,68.33333333333333,64.0,64.0,1.0247174264066576,Average
2023-12-15,Rift Valley,Turkana,Nakinomet,10497,4.58,35.4,miscellaneous food,Salt,185,200 G,actual,Retail,KES,20.0,0.13,2023-12-01,79.61142857142856,100.0,12,2023,Short Rains,,,,,100.0,100.0,100.0,1.4361485108119136,Expensive
2024-03-15,Rift Valley,Turkana,Nakinomet,10497,4.58,35.4,miscellaneous food,Salt,185,200 G,actual,Retail,KES,20.0,0.15,2024-03-01,58.457142857142856,100.0,3,2024,Long Rains,100.0,,,,100.0,100.0,100.0,1.4502307185234016,Expensive
2024-06-15,Rift Valley,Turkana,Nakinomet,10497,4.58,35.4,miscellaneous food,Salt,185,200 G,actual,Retail,KES,20.0,0.16,2024-06-01,80.53142857142858,100.0,6,2024,Dry Season,100.0,,,,100.0,100.0,100.0,1.5156507413509062,Expensive
2024-09-15,Rift Valley,Turkana,Nakinomet,10497,4.58,35.4,miscellaneous food,Salt,185,200 G,actual,Retail,KES,20.0,0.16,2024-09-01,140.00214285714284,100.0,9,2024,Dry Season,100.0,100.0,,,100.0,100.0,100.0,1.4339058999253176,Expensive
2024-12-15,Rift Valley,Turkana,Nakinomet,10497,4.58,35.4,miscellaneous food,Salt,185,200 G,actual,Retail,KES,20.0,0.16,2024-12-01,61.00714285714286,100.0,12,2024,Short Rains,100.0,100.0,,,100.0,100.0,100.0,1.3662899018755434,Expensive
2023-12-15,Rift Valley,Turkana,Nakukulas,6896,2.2,35.81,miscellaneous food,Salt,185,200 G,actual,Retail,KES,10.0,0.065,2023-12-01,79.61142857142856,50.0,12,2023,Short Rains,,,,,50.0,50.0,50.0,0.7180742554059568,Cheap
2024-03-15,Rift Valley,Turkana,Nakukulas,6896,2.2,35.81,miscellaneous food,Salt,185,200 G,actual,Retail,KES,10.0,0.075,2024-03-01,58.457142857142856,50.0,3,2024,Long Rains,50.0,,,,50.0,50.0,50.0,0.7251153592617008,Cheap
2024-06-15,Rift Valley,Turkana,Nakukulas,6896,2.2,35.81,miscellaneous food,Salt,185,200 G,actual,Retail,KES,12.0,0.093,2024-06-01,80.53142857142858,60.0,6,2024,Dry Season,50.0,,,,53.333333333333336,53.333333333333336,53.333333333333336,0.9093904448105437,Average
2024-09-15,Rift Valley,Turkana,Nakukulas,6896,2.2,35.81,miscellaneous food,Salt,185,200 G,actual,Retail,KES,10.0,0.078,2024-09-01,140.00214285714284,50.0,9,2024,Dry Season,60.0,50.0,,,53.333333333333336,52.5,52.5,0.7169529499626588,Cheap
2024-12-15,Rift Valley,Turkana,Nakukulas,6896,2.2,35.81,miscellaneous food,Salt,185,200 G,actual,Retail,KES,11.0,0.085,2024-12-01,61.00714285714286,55.0,12,2024,Short Rains,50.0,50.0,,,55.0,53.0,53.0,0.7514594460315489,Cheap
2024-06-15,Rift Valley,Turkana,Namoruputh,10453,2.84,35.04,miscellaneous food,Salt,185,200 G,actual,Retail,KES,16.0,0.12,2024-06-01,80.53142857142858,80.0,6,2024,Dry Season,,,,,80.0,80.0,80.0,1.2125205930807248,Expensive
2024-06-15,North Eastern,Garissa,Nanigi,10361,-0.85,39.87,miscellaneous food,Salt,185,200 G,actual,Retail,KES,10.0,0.078,2024-06-01,4.093333333333334,50.0,6,2024,Dry Season,,,,,50.0,50.0,50.0,0.8097165991902834,Cheap
2024-09-15,North Eastern,Garissa,Nanigi,10361,-0.85,39.87,miscellaneous food,Salt,185,200 G,actual,Retail,KES,10.0,0.078,2024-09-01,3.866666666666666,50.0,9,2024,Dry Season,50.0,,,,50.0,50.0,50.0,0.8791208791208791,Cheap
2024-12-15,North Eastern,Garissa,Nanigi,10361,-0.85,39.87,miscellaneous food,Salt,185,200 G,actual,Retail,KES,12.0,0.093,2024-12-01,3.7,60.0,12,2024,Short Rains,50.0,,,,53.333333333333336,53.333333333333336,53.333333333333336,0.81203007518797,Cheap
