code,county,year_month,rainfall_mm,date
KEN.13333,Kajiado,2013-01,111.51,2013-01-01
KEN.13334,Machakos,2013-01,55.31,2013-01-01
KEN.13335,Elgeyo-Marakwet,2013-01,153.72,2013-01-01
KEN.13336,Nyeri,2013-01,150.1,2013-01-01
KEN.13337,Kwale,2013-01,27.36,2013-01-01
KEN.13338,Nyandarua,2013-01,65.18,2013-01-01
KEN.13339,Kisumu,2013-01,71.02,2013-01-01
KEN.1334,Siaya,2013-01,102.25,2013-01-01
KEN.13340,Kitui,2013-01,37.15,2013-01-01
KEN.13341,Laikipia,2013-01,50.48,2013-01-01
KEN.13342,Marsabit,2013-01,16.91,2013-01-01
KEN.13343,Lamu,2013-01,12.39,2013-01-01
KEN.13344,Turkana,2013-01,28.07,2013-01-01
KEN.13345,Tharaka-Nithi,2013-01,113.93,2013-01-01
KEN.13346,Taita Taveta,2013-01,69.43,2013-01-01
KEN.13347,Samburu,2013-01,23.09,2013-01-01
KEN.1335,Migori,2013-01,131.21,2013-01-01
KEN.1336,Nakuru,2013-01,59.16,2013-01-01
KEN.1337,Garissa,2013-01,4.55,2013-01-01
KEN.1338,Mandera,2013-01,5.05,2013-01-01
KEN.1339,Baringo,2013-01,22.23,2013-01-01
KEN.1331,Uasin Gishu,2013-02,52.47,2013-02-01
KEN.13310,Kisii,2013-02,71.54,2013-02-01
KEN.13311,Bomet,2013-02,60.29,2013-02-01
KEN.13312,Nyamira,2013-02,63.0,2013-02-01
KEN.13313,Busia,2013-02,64.13,2013-02-01
KEN.13314,Bungoma,2013-02,52.35,2013-02-01
KEN.13315,Tana River,2013-02,2.47,2013-02-01
KEN.13316,Kakamega,2013-02,32.79,2013-02-01
KEN.13317,Meru,2013-02,13.89,2013-02-01
KEN.13318,Mombasa,2013-02,5.48,2013-02-01
KEN.13319,Trans Nzoia,2013-02,27.78,2013-02-01
KEN.1332,Kericho,2013-02,61.94,2013-02-01
KEN.13320,Nairobi,2013-02,9.55,2013-02-01
KEN.13321,Wajir,2013-02,0.14,2013-02-01
KEN.13322,Vihiga,2013-02,51.31,2013-02-01
KEN.13323,Narok,2013-02,48.78,2013-02-01
KEN.13324,Embu,2013-02,14.77,2013-02-01
KEN.13325,Kilifi,2013-02,7.23,2013-02-01
KEN.13326,Murang'a,2013-02,15.12,2013-02-01
KEN.13327,Kiambu,2013-02,14.38,2013-02-01
KEN.13328,Kirinyaga,2013-02,28.44,2013-02-01
KEN.13329,Homa Bay,2013-02,70.24,2013-02-01
KEN.1333,Nandi,2013-02,72.62,2013-02-01
KEN.13330,Isiolo,2013-02,1.17,2013-02-01
KEN.13331,West Pokot,2013-02,11.76,2013-02-01
KEN.13332,Makueni,2013-02,13.19,2013-02-01
KEN.13333,Kajiado,2013-02,23.05,2013-02-01
KEN.13334,Machakos,2013-02,13.71,2013-02-01
KEN.13335,Elgeyo-Marakwet,2013-02,26.68,2013-02-01
KEN.13336,Nyeri,2013-02,26.74,2013-02-01
KEN.13337,Kwale,2013-02,9.01,2013-02-01
KEN.13338,Nyandarua,2013-02,22.94,2013-02-01
KEN.13339,Kisumu,2013-02,50.08,2013-02-01
KEN.1334,Siaya,2013-02,75.52,2013-02-01
KEN.13340,Kitui,2013-02,7.31,2013-02-01
KEN.13341,Laikipia,2013-02,11.39,2013-02-01
KEN.13342,Marsabit,2013-02,1.46,2013-02-01
KEN.13343,Lamu,2013-02,5.57,2013-02-01
KEN.13344,Turkana,2013-02,2.59,2013-02-01
KEN.13345,Tharaka-Nithi,2013-02,15.5,2013-02-01
KEN.13346,Taita Taveta,2013-02,9.22,2013-02-01
KEN.13347,Samburu,2013-02,5.63,2013-02-01
KEN.1335,Migori,2013-02,66.92,2013-02-01
KEN.1336,Nakuru,2013-02,21.99,2013-02-01
KEN.1337,Garissa,2013-02,1.7,2013-02-01
KEN.1338,Mandera,2013-02,0.1,2013-02-01
KEN.1339,Baringo,2013-02,5.53,2013-02-01
KEN.1331,Uasin Gishu,2013-03,186.64,2013-03-01
KEN.13310,Kisii,2013-03,267.11,2013-03-01
KEN.13311,Bomet,2013-03,288.79,2013-03-01
KEN.13312,Nyamira,2013-03,277.85,2013-03-01
KEN.13313,Busia,2013-03,272.72,2013-03-01
KEN.13314,Bungoma,2013-03,220.22,2013-03-01
KEN.13315,Tana River,2013-03,62.45,2013-03-01
KEN.13316,Kakamega,2013-03,165.94,2013-03-01
KEN.13317,Meru,2013-03,120.88,2013-03-01
KEN.13318,Mombasa,2013-03,101.06,2013-03-01
KEN.13319,Trans Nzoia,2013-03,164.17,2013-03-01
KEN.1332,Kericho,2013-03,293.28,2013-03-01
KEN.13320,Nairobi,2013-03,150.2,2013-03-01
KEN.13321,Wajir,2013-03,97.78,2013-03-01
KEN.13322,Vihiga,2013-03,248.87,2013-03-01
KEN.13323,Narok,2013-03,173.18,2013-03-01
KEN.13324,Embu,2013-03,162.62,2013-03-01
KEN.13325,Kilifi,2013-03,75.89,2013-03-01
KEN.13326,Murang'a,2013-03,172.09,2013-03-01
KEN.13327,Kiambu,2013-03,142.75,2013-03-01
KEN.13328,Kirinyaga,2013-03,224.23,2013-03-01
KEN.13329,Homa Bay,2013-03,286.55,2013-03-01
KEN.1333,Nandi,2013-03,216.03,2013-03-01
KEN.13330,Isiolo,2013-03,76.3,2013-03-01
KEN.13331,West Pokot,2013-03,109.13,2013-03-01
KEN.13332,Makueni,2013-03,125.39,2013-03-01
KEN.13333,Kajiado,2013-03,146.5,2013-03-01
KEN.13334,Machakos,2013-03,163.56,2013-03-01
KEN.13335,Elgeyo-Marakwet,2013-03,187.12,2013-03-01
KEN.13336,Nyeri,2013-03,177.66,2013-03-01
KEN.13337,Kwale,2013-03,85.68,2013-03-01
KEN.13338,Nyandarua,2013-03,161.48,2013-03-01
KEN.13339,Kisumu,2013-03,248.16,2013-03-01
KEN.1334,Siaya,2013-03,309.85,2013-03-01
KEN.13340,Kitui,2013-03,107.83,2013-03-01
KEN.13341,Laikipia,2013-03,114.04,2013-03-01
KEN.13342,Marsabit,2013-03,56.5,2013-03-01
KEN.13343,Lamu,2013-03,63.4,2013-03-01
KEN.13344,Turkana,2013-03,48.21,2013-03-01
KEN.13345,Tharaka-Nithi,2013-03,134.06,2013-03-01
KEN.13346,Taita Taveta,2013-03,97.34,2013-03-01
KEN.13347,Samburu,2013-03,68.96,2013-03-01
KEN.1335,Migori,2013-03,213.06,2013-03-01
KEN.1336,Nakuru,2013-03,164.2,2013-03-01
KEN.1337,Garissa,2013-03,66.23,2013-03-01
KEN.1338,Mandera,2013-03,121.93,2013-03-01
KEN.1339,Baringo,2013-03,85.14,2013-03-01
KEN.1331,Uasin Gishu,2013-04,508.48,2013-04-01
KEN.13310,Kisii,2013-04,398.2,2013-04-01
KEN.13311,Bomet,2013-04,498.72,2013-04-01
KEN.13312,Nyamira,2013-04,442.5,2013-04-01
KEN.13313,Busia,2013-04,299.66,2013-04-01
KEN.13314,Bungoma,2013-04,413.59,2013-04-01
KEN.13315,Tana River,2013-04,69.98,2013-04-01
KEN.13316,Kakamega,2013-04,236.92,2013-04-01
KEN.13317,Meru,2013-04,320.92,2013-04-01
KEN.13318,Mombasa,2013-04,114.09,2013-04-01
KEN.13319,Trans Nzoia,2013-04,466.59,2013-04-01
KEN.1332,Kericho,2013-04,647.17,2013-04-01
KEN.13320,Nairobi,2013-04,227.18,2013-04-01
KEN.13321,Wajir,2013-04,103.76,2013-04-01
KEN.13322,Vihiga,2013-04,260.5,2013-04-01
KEN.13323,Narok,2013-04,298.48,2013-04-01
KEN.13324,Embu,2013-04,347.21,2013-04-01
KEN.13325,Kilifi,2013-04,72.97,2013-04-01
KEN.13326,Murang'a,2013-04,328.4,2013-04-01
KEN.13327,Kiambu,2013-04,281.94,2013-04-01
KEN.13328,Kirinyaga,2013-04,424.43,2013-04-01
KEN.13329,Homa Bay,2013-04,286.74,2013-04-01
KEN.1333,Nandi,2013-04,489.97,2013-04-01
KEN.13330,Isiolo,2013-04,99.83,2013-04-01
KEN.13331,West Pokot,2013-04,262.14,2013-04-01
KEN.13332,Makueni,2013-04,228.9,2013-04-01
KEN.13333,Kajiado,2013-04,302.01,2013-04-01
KEN.13334,Machakos,2013-04,315.94,2013-04-01
KEN.13335,Elgeyo-Marakwet,2013-04,575.56,2013-04-01
KEN.13336,Nyeri,2013-04,398.85,2013-04-01
KEN.13337,Kwale,2013-04,82.44,2013-04-01
KEN.13338,Nyandarua,2013-04,507.38,2013-04-01
KEN.13339,Kisumu,2013-04,344.01,2013-04-01
KEN.1334,Siaya,2013-04,292.1,2013-04-01
KEN.13340,Kitui,2013-04,175.69,2013-04-01
KEN.13341,Laikipia,2013-04,245.84,2013-04-01
KEN.13342,Marsabit,2013-04,89.85,2013-04-01
KEN.13343,Lamu,2013-04,130.52,2013-04-01
KEN.13344,Turkana,2013-04,80.03,2013-04-01
KEN.13345,Tharaka-Nithi,2013-04,305.26,2013-04-01
KEN.13346,Taita Taveta,2013-04,113.84,2013-04-01
KEN.13347,Samburu,2013-04,164.7,2013-04-01
KEN.1335,Migori,2013-04,233.81,2013-04-01
KEN.1336,Nakuru,2013-04,447.63,2013-04-01
KEN.1337,Garissa,2013-04,80.62,2013-04-01
KEN.1338,Mandera,2013-04,122.12,2013-04-01
KEN.1339,Baringo,2013-04,167.85,2013-04-01
KEN.1331,Uasin Gishu,2013-05,324.85,2013-05-01
KEN.13310,Kisii,2013-05,136.51,2013-05-01
KEN.13311,Bomet,2013-05,112.52,2013-05-01
KEN.13312,Nyamira,2013-05,148.72,2013-05-01
KEN.13313,Busia,2013-05,228.27,2013-05-01
KEN.13314,Bungoma,2013-05,259.76,2013-05-01
KEN.13315,Tana River,2013-05,56.71,2013-05-01
KEN.13316,Kakamega,2013-05,183.41,2013-05-01
KEN.13317,Meru,2013-05,63.7,2013-05-01
KEN.13318,Mombasa,2013-05,238.18,2013-05-01
KEN.13319,Trans Nzoia,2013-05,254.02,2013-05-01
KEN.1332,Kericho,2013-05,279.89,2013-05-01
KEN.13320,Nairobi,2013-05,71.13,2013-05-01
KEN.13321,Wajir,2013-05,22.23,2013-05-01
KEN.13322,Vihiga,2013-05,170.09,2013-05-01
KEN.13323,Narok,2013-05,73.24,2013-05-01
KEN.13324,Embu,2013-05,80.88,2013-05-01
KEN.13325,Kilifi,2013-05,141.83,2013-05-01
KEN.13326,Murang'a,2013-05,97.1,2013-05-01
KEN.13327,Kiambu,2013-05,98.41,2013-05-01
KEN.13328,Kirinyaga,2013-05,131.01,2013-05-01
KEN.13329,Homa Bay,2013-05,164.39,2013-05-01
KEN.1333,Nandi,2013-05,316.25,2013-05-01
KEN.13330,Isiolo,2013-05,5.44,2013-05-01
KEN.13331,West Pokot,2013-05,257.12,2013-05-01
KEN.13332,Makueni,2013-05,35.19,2013-05-01
KEN.13333,Kajiado,2013-05,80.85,2013-05-01
KEN.13334,Machakos,2013-05,46.78,2013-05-01
KEN.13335,Elgeyo-Marakwet,2013-05,412.68,2013-05-01
KEN.13336,Nyeri,2013-05,105.84,2013-05-01
KEN.13337,Kwale,2013-05,150.29,2013-05-01
KEN.13338,Nyandarua,2013-05,176.23,2013-05-01
KEN.13339,Kisumu,2013-05,192.11,2013-05-01
KEN.1334,Siaya,2013-05,181.06,2013-05-01
KEN.13340,Kitui,2013-05,27.75,2013-05-01
KEN.13341,Laikipia,2013-05,154.61,2013-05-01
KEN.13342,Marsabit,2013-05,11.31,2013-05-01
KEN.13343,Lamu,2013-05,146.84,2013-05-01
KEN.13344,Turkana,2013-05,50.97,2013-05-01
KEN.13345,Tharaka-Nithi,2013-05,47.72,2013-05-01
KEN.13346,Taita Taveta,2013-05,59.22,2013-05-01
KEN.13347,Samburu,2013-05,35.24,2013-05-01
KEN.1335,Migori,2013-05,104.67,2013-05-01
KEN.1336,Nakuru,2013-05,169.91,2013-05-01
KEN.1337,Garissa,2013-05,48.59,2013-05-01
KEN.1338,Mandera,2013-05,25.24,2013-05-01
KEN.1339,Baringo,2013-05,171.87,2013-05-01
KEN.1331,Uasin Gishu,2013-06,272.61,2013-06-01
KEN.13310,Kisii,2013-06,76.33,2013-06-01
KEN.13311,Bomet,2013-06,103.46,2013-06-01
KEN.13312,Nyamira,2013-06,121.69,2013-06-01
KEN.13313,Busia,2013-06,100.62,2013-06-01
KEN.13314,Bungoma,2013-06,236.07,2013-06-01
KEN.13315,Tana River,2013-06,6.67,2013-06-01
KEN.13316,Kakamega,2013-06,121.38,2013-06-01
KEN.13317,Meru,2013-06,37.58,2013-06-01
KEN.13318,Mombasa,2013-06,63.54,2013-06-01
KEN.13319,Trans Nzoia,2013-06,358.68,2013-06-01
KEN.1332,Kericho,2013-06,170.18,2013-06-01
KEN.13320,Nairobi,2013-06,25.04,2013-06-01
KEN.13321,Wajir,2013-06,3.25,2013-06-01
KEN.13322,Vihiga,2013-06,114.52,2013-06-01
KEN.13323,Narok,2013-06,37.47,2013-06-01
KEN.13324,Embu,2013-06,30.26,2013-06-01
KEN.13325,Kilifi,2013-06,25.68,2013-06-01
KEN.13326,Murang'a,2013-06,45.36,2013-06-01
KEN.13327,Kiambu,2013-06,39.83,2013-06-01
KEN.13328,Kirinyaga,2013-06,54.99,2013-06-01
KEN.13329,Homa Bay,2013-06,64.1,2013-06-01
KEN.1333,Nandi,2013-06,176.72,2013-06-01
KEN.13330,Isiolo,2013-06,2.68,2013-06-01
KEN.13331,West Pokot,2013-06,426.82,2013-06-01
KEN.13332,Makueni,2013-06,5.4,2013-06-01
KEN.13333,Kajiado,2013-06,10.77,2013-06-01
KEN.13334,Machakos,2013-06,9.12,2013-06-01
KEN.13335,Elgeyo-Marakwet,2013-06,742.01,2013-06-01
KEN.13336,Nyeri,2013-06,78.97,2013-06-01
KEN.13337,Kwale,2013-06,34.42,2013-06-01
KEN.13338,Nyandarua,2013-06,125.81,2013-06-01
KEN.13339,Kisumu,2013-06,98.5,2013-06-01
KEN.1334,Siaya,2013-06,89.46,2013-06-01
KEN.13340,Kitui,2013-06,2.94,2013-06-01
KEN.13341,Laikipia,2013-06,101.11,2013-06-01
KEN.13342,Marsabit,2013-06,2.46,2013-06-01
KEN.13343,Lamu,2013-06,36.07,2013-06-01
KEN.13344,Turkana,2013-06,46.22,2013-06-01
KEN.13345,Tharaka-Nithi,2013-06,34.72,2013-06-01
KEN.13346,Taita Taveta,2013-06,4.76,2013-06-01
KEN.13347,Samburu,2013-06,35.77,2013-06-01
KEN.1335,Migori,2013-06,25.33,2013-06-01
KEN.1336,Nakuru,2013-06,105.16,2013-06-01
KEN.1337,Garissa,2013-06,6.8,2013-06-01
KEN.1338,Mandera,2013-06,4.21,2013-06-01
KEN.1339,Baringo,2013-06,189.98,2013-06-01
KEN.1331,Uasin Gishu,2013-07,210.32,2013-07-01
KEN.13310,Kisii,2013-07,45.2,2013-07-01
KEN.13311,Bomet,2013-07,50.57,2013-07-01
KEN.13312,Nyamira,2013-07,60.39,2013-07-01
KEN.13313,Busia,2013-07,54.75,2013-07-01
KEN.13314,Bungoma,2013-07,182.96,2013-07-01
KEN.13315,Tana River,2013-07,7.89,2013-07-01
KEN.13316,Kakamega,2013-07,80.96,2013-07-01
KEN.13317,Meru,2013-07,57.82,2013-07-01
KEN.13318,Mombasa,2013-07,59.49,2013-07-01
KEN.13319,Trans Nzoia,2013-07,296.26,2013-07-01
KEN.1332,Kericho,2013-07,95.52,2013-07-01
KEN.13320,Nairobi,2013-07,22.36,2013-07-01
KEN.13321,Wajir,2013-07,4.45,2013-07-01
KEN.13322,Vihiga,2013-07,74.26,2013-07-01
KEN.13323,Narok,2013-07,22.78,2013-07-01
KEN.13324,Embu,2013-07,37.17,2013-07-01
KEN.13325,Kilifi,2013-07,25.36,2013-07-01
KEN.13326,Murang'a,2013-07,47.11,2013-07-01
KEN.13327,Kiambu,2013-07,33.42,2013-07-01
KEN.13328,Kirinyaga,2013-07,71.83,2013-07-01
KEN.13329,Homa Bay,2013-07,43.47,2013-07-01
KEN.1333,Nandi,2013-07,109.84,2013-07-01
KEN.13330,Isiolo,2013-07,5.79,2013-07-01
KEN.13331,West Pokot,2013-07,473.69,2013-07-01
KEN.13332,Makueni,2013-07,6.48,2013-07-01
KEN.13333,Kajiado,2013-07,8.96,2013-07-01
KEN.13334,Machakos,2013-07,10.28,2013-07-01
KEN.13335,Elgeyo-Marakwet,2013-07,672.01,2013-07-01
KEN.13336,Nyeri,2013-07,98.29,2013-07-01
KEN.13337,Kwale,2013-07,32.12,2013-07-01
KEN.13338,Nyandarua,2013-07,138.2,2013-07-01
KEN.13339,Kisumu,2013-07,54.69,2013-07-01
KEN.1334,Siaya,2013-07,52.46,2013-07-01
KEN.13340,Kitui,2013-07,2.99,2013-07-01
KEN.13341,Laikipia,2013-07,145.82,2013-07-01
KEN.13342,Marsabit,2013-07,11.84,2013-07-01
KEN.13343,Lamu,2013-07,45.34,2013-07-01
KEN.13344,Turkana,2013-07,111.65,2013-07-01
KEN.13345,Tharaka-Nithi,2013-07,43.17,2013-07-01
KEN.13346,Taita Taveta,2013-07,5.19,2013-07-01
KEN.13347,Samburu,2013-07,64.02,2013-07-01
KEN.1335,Migori,2013-07,24.16,2013-07-01
KEN.1336,Nakuru,2013-07,83.86,2013-07-01
KEN.1337,Garissa,2013-07,9.25,2013-07-01
KEN.1338,Mandera,2013-07,8.07,2013-07-01
KEN.1339,Baringo,2013-07,242.53,2013-07-01
KEN.1331,Uasin Gishu,2013-08,383.87,2013-08-01
KEN.13310,Kisii,2013-08,108.21,2013-08-01
KEN.13311,Bomet,2013-08,113.03,2013-08-01
KEN.13312,Nyamira,2013-08,127.08,2013-08-01
KEN.13313,Busia,2013-08,125.76,2013-08-01
KEN.13314,Bungoma,2013-08,321.92,2013-08-01
KEN.13315,Tana River,2013-08,10.39,2013-08-01
KEN.13316,Kakamega,2013-08,155.28,2013-08-01
KEN.13317,Meru,2013-08,50.35,2013-08-01
KEN.13318,Mombasa,2013-08,81.44,2013-08-01
KEN.13319,Trans Nzoia,2013-08,518.46,2013-08-01
KEN.1332,Kericho,2013-08,192.6,2013-08-01
KEN.13320,Nairobi,2013-08,34.0,2013-08-01
KEN.13321,Wajir,2013-08,4.94,2013-08-01
KEN.13322,Vihiga,2013-08,115.26,2013-08-01
KEN.13323,Narok,2013-08,62.81,2013-08-01
KEN.13324,Embu,2013-08,44.84,2013-08-01
KEN.13325,Kilifi,2013-08,41.44,2013-08-01
KEN.13326,Murang'a,2013-08,97.11,2013-08-01
KEN.13327,Kiambu,2013-08,69.55,2013-08-01
KEN.13328,Kirinyaga,2013-08,84.86,2013-08-01
KEN.13329,Homa Bay,2013-08,105.7,2013-08-01
KEN.1333,Nandi,2013-08,203.39,2013-08-01
KEN.13330,Isiolo,2013-08,2.69,2013-08-01
KEN.13331,West Pokot,2013-08,464.07,2013-08-01
KEN.13332,Makueni,2013-08,7.18,2013-08-01
KEN.13333,Kajiado,2013-08,16.46,2013-08-01
KEN.13334,Machakos,2013-08,14.65,2013-08-01
KEN.13335,Elgeyo-Marakwet,2013-08,970.93,2013-08-01
KEN.13336,Nyeri,2013-08,116.34,2013-08-01
KEN.13337,Kwale,2013-08,50.59,2013-08-01
KEN.13338,Nyandarua,2013-08,183.22,2013-08-01
KEN.13339,Kisumu,2013-08,105.56,2013-08-01
KEN.1334,Siaya,2013-08,127.07,2013-08-01
KEN.13340,Kitui,2013-08,4.24,2013-08-01
KEN.13341,Laikipia,2013-08,116.83,2013-08-01
KEN.13342,Marsabit,2013-08,3.37,2013-08-01
KEN.13343,Lamu,2013-08,40.44,2013-08-01
KEN.13344,Turkana,2013-08,52.19,2013-08-01
KEN.13345,Tharaka-Nithi,2013-08,44.93,2013-08-01
KEN.13346,Taita Taveta,2013-08,9.68,2013-08-01
KEN.13347,Samburu,2013-08,32.44,2013-08-01
KEN.1335,Migori,2013-08,72.23,2013-08-01
KEN.1336,Nakuru,2013-08,166.69,2013-08-01
KEN.1337,Garissa,2013-08,10.77,2013-08-01
KEN.1338,Mandera,2013-08,5.48,2013-08-01
KEN.1339,Baringo,2013-08,209.1,2013-08-01
KEN.1331,Uasin Gishu,2013-09,293.29,2013-09-01
KEN.13310,Kisii,2013-09,164.52,2013-09-01
KEN.13311,Bomet,2013-09,180.17,2013-09-01
KEN.13312,Nyamira,2013-09,173.68,2013-09-01
KEN.13313,Busia,2013-09,157.13,2013-09-01
KEN.13314,Bungoma,2013-09,246.41,2013-09-01
KEN.13315,Tana River,2013-09,11.16,2013-09-01
KEN.13316,Kakamega,2013-09,136.45,2013-09-01
KEN.13317,Meru,2013-09,75.68,2013-09-01
KEN.13318,Mombasa,2013-09,52.42,2013-09-01
KEN.13319,Trans Nzoia,2013-09,395.79,2013-09-01
KEN.1332,Kericho,2013-09,217.71,2013-09-01
KEN.13320,Nairobi,2013-09,17.85,2013-09-01
KEN.13321,Wajir,2013-09,3.42,2013-09-01
KEN.13322,Vihiga,2013-09,148.72,2013-09-01
KEN.13323,Narok,2013-09,92.96,2013-09-01
KEN.13324,Embu,2013-09,49.37,2013-09-01
KEN.13325,Kilifi,2013-09,27.76,2013-09-01
KEN.13326,Murang'a,2013-09,56.13,2013-09-01
KEN.13327,Kiambu,2013-09,37.05,2013-09-01
KEN.13328,Kirinyaga,2013-09,97.4,2013-09-01
KEN.13329,Homa Bay,2013-09,161.06,2013-09-01
KEN.1333,Nandi,2013-09,192.64,2013-09-01
KEN.13330,Isiolo,2013-09,1.75,2013-09-01
KEN.13331,West Pokot,2013-09,294.16,2013-09-01
KEN.13332,Makueni,2013-09,6.09,2013-09-01
KEN.13333,Kajiado,2013-09,18.51,2013-09-01
KEN.13334,Machakos,2013-09,9.79,2013-09-01
KEN.13335,Elgeyo-Marakwet,2013-09,657.1,2013-09-01
KEN.13336,Nyeri,2013-09,125.75,2013-09-01
KEN.13337,Kwale,2013-09,44.3,2013-09-01
KEN.13338,Nyandarua,2013-09,202.0,2013-09-01
KEN.13339,Kisumu,2013-09,128.85,2013-09-01
KEN.1334,Siaya,2013-09,165.8,2013-09-01
KEN.13340,Kitui,2013-09,5.59,2013-09-01
KEN.13341,Laikipia,2013-09,97.31,2013-09-01
KEN.13342,Marsabit,2013-09,2.4,2013-09-01
KEN.13343,Lamu,2013-09,31.17,2013-09-01
KEN.13344,Turkana,2013-09,41.9,2013-09-01
KEN.13345,Tharaka-Nithi,2013-09,65.1,2013-09-01
KEN.13346,Taita Taveta,2013-09,10.27,2013-09-01
KEN.13347,Samburu,2013-09,15.02,2013-09-01
KEN.1335,Migori,2013-09,128.9,2013-09-01
KEN.1336,Nakuru,2013-09,178.34,2013-09-01
KEN.1337,Garissa,2013-09,10.19,2013-09-01
KEN.1338,Mandera,2013-09,2.79,2013-09-01
KEN.1339,Baringo,2013-09,138.02,2013-09-01
KEN.1331,Uasin Gishu,2013-10,192.33,2013-10-01
KEN.13310,Kisii,2013-10,58.52,2013-10-01
KEN.13311,Bomet,2013-10,56.32,2013-10-01
KEN.13312,Nyamira,2013-10,76.04,2013-10-01
KEN.13313,Busia,2013-10,117.26,2013-10-01
KEN.13314,Bungoma,2013-10,171.8,2013-10-01
KEN.13315,Tana River,2013-10,15.29,2013-10-01
KEN.13316,Kakamega,2013-10,101.35,2013-10-01
KEN.13317,Meru,2013-10,70.89,2013-10-01
KEN.13318,Mombasa,2013-10,64.92,2013-10-01
KEN.13319,Trans Nzoia,2013-10,219.53,2013-10-01
KEN.1332,Kericho,2013-10,163.78,2013-10-01
KEN.13320,Nairobi,2013-10,18.88,2013-10-01
KEN.13321,Wajir,2013-10,16.87,2013-10-01
KEN.13322,Vihiga,2013-10,111.08,2013-10-01
KEN.13323,Narok,2013-10,20.02,2013-10-01
KEN.13324,Embu,2013-10,56.89,2013-10-01
KEN.13325,Kilifi,2013-10,37.98,2013-10-01
KEN.13326,Murang'a,2013-10,52.5,2013-10-01
KEN.13327,Kiambu,2013-10,31.46,2013-10-01
KEN.13328,Kirinyaga,2013-10,93.24,2013-10-01
KEN.13329,Homa Bay,2013-10,111.81,2013-10-01
KEN.1333,Nandi,2013-10,202.99,2013-10-01
KEN.13330,Isiolo,2013-10,5.55,2013-10-01
KEN.13331,West Pokot,2013-10,178.77,2013-10-01
KEN.13332,Makueni,2013-10,12.13,2013-10-01
KEN.13333,Kajiado,2013-10,12.4,2013-10-01
KEN.13334,Machakos,2013-10,17.27,2013-10-01
KEN.13335,Elgeyo-Marakwet,2013-10,264.45,2013-10-01
KEN.13336,Nyeri,2013-10,87.39,2013-10-01
KEN.13337,Kwale,2013-10,47.11,2013-10-01
KEN.13338,Nyandarua,2013-10,106.89,2013-10-01
KEN.13339,Kisumu,2013-10,111.42,2013-10-01
KEN.1334,Siaya,2013-10,130.15,2013-10-01
KEN.13340,Kitui,2013-10,9.57,2013-10-01
KEN.13341,Laikipia,2013-10,51.96,2013-10-01
KEN.13342,Marsabit,2013-10,9.64,2013-10-01
KEN.13343,Lamu,2013-10,41.94,2013-10-01
KEN.13344,Turkana,2013-10,13.27,2013-10-01
KEN.13345,Tharaka-Nithi,2013-10,62.38,2013-10-01
KEN.13346,Taita Taveta,2013-10,17.49,2013-10-01
KEN.13347,Samburu,2013-10,10.93,2013-10-01
KEN.1335,Migori,2013-10,64.17,2013-10-01
KEN.1336,Nakuru,2013-10,67.85,2013-10-01
KEN.1337,Garissa,2013-10,16.46,2013-10-01
KEN.1338,Mandera,2013-10,53.23,2013-10-01
KEN.1339,Baringo,2013-10,44.38,2013-10-01
KEN.1331,Uasin Gishu,2013-11,172.1,2013-11-01
KEN.13310,Kisii,2013-11,213.47,2013-11-01
KEN.13311,Bomet,2013-11,277.08,2013-11-01
KEN.13312,Nyamira,2013-11,233.13,2013-11-01
KEN.13313,Busia,2013-11,128.21,2013-11-01
KEN.13314,Bungoma,2013-11,171.38,2013-11-01
KEN.13315,Tana River,2013-11,116.19,2013-11-01
KEN.13316,Kakamega,2013-11,133.02,2013-11-01
KEN.13317,Meru,2013-11,249.91,2013-11-01
KEN.13318,Mombasa,2013-11,91.21,2013-11-01
KEN.13319,Trans Nzoia,2013-11,184.15,2013-11-01
KEN.1332,Kericho,2013-11,334.01,2013-11-01
KEN.13320,Nairobi,2013-11,109.87,2013-11-01
KEN.13321,Wajir,2013-11,125.18,2013-11-01
KEN.13322,Vihiga,2013-11,171.78,2013-11-01
KEN.13323,Narok,2013-11,131.89,2013-11-01
KEN.13324,Embu,2013-11,195.06,2013-11-01
KEN.13325,Kilifi,2013-11,82.15,2013-11-01
KEN.13326,Murang'a,2013-11,199.06,2013-11-01
KEN.13327,Kiambu,2013-11,135.32,2013-11-01
KEN.13328,Kirinyaga,2013-11,232.8,2013-11-01
KEN.13329,Homa Bay,2013-11,187.6,2013-11-01
KEN.1333,Nandi,2013-11,219.59,2013-11-01
KEN.13330,Isiolo,2013-11,138.89,2013-11-01
KEN.13331,West Pokot,2013-11,118.45,2013-11-01
KEN.13332,Makueni,2013-11,190.62,2013-11-01
KEN.13333,Kajiado,2013-11,136.53,2013-11-01
KEN.13334,Machakos,2013-11,187.47,2013-11-01
KEN.13335,Elgeyo-Marakwet,2013-11,149.84,2013-11-01
KEN.13336,Nyeri,2013-11,214.9,2013-11-01
KEN.13337,Kwale,2013-11,104.56,2013-11-01
KEN.13338,Nyandarua,2013-11,259.44,2013-11-01
KEN.13339,Kisumu,2013-11,171.24,2013-11-01
KEN.1334,Siaya,2013-11,164.97,2013-11-01
KEN.13340,Kitui,2013-11,177.27,2013-11-01
KEN.13341,Laikipia,2013-11,131.58,2013-11-01
KEN.13342,Marsabit,2013-11,71.66,2013-11-01
KEN.13343,Lamu,2013-11,120.28,2013-11-01
KEN.13344,Turkana,2013-11,64.02,2013-11-01
